Review_Time,Review_Text,rating
2 bulan lalu,"Enak, worth it, harga standar. Sayangnya tempat duduk kurang berjarak.",4
10 bulan lalu,Cinta bangettt sama gacoan. Jauh jauh dari magelang cuma mo makan emiii etdahhh,5
2 bulan lalu,"management antrian kurang baik, pengantri sampai melebar ke jalan tidak di tata",3
setahun lalu,"Mie gocian Super2 well, pedas nya bikin nambahhh wkw,
Makanan fav aku sama teman-teman hehe, harga terjangkau
Sukses",5
3 tahun lalu,"Mie disini enak, tempatnya jg enak..
Mie setan = Asin
Mie Iblis = Manis …",4
2 tahun lalu,"Di sini saya membeli mie iblis level 2. Rasanya pedas mantap. Kalo datang ke sini segera cari tempat duduk dan ke meja kasir untuk mengantri. Saat makan siang, harus bersabar karena lumayan antri. Kasirnya cuma satu dan kita juga mengantri …",4
5 bulan lalu,"Maaf, baru pertama kali saya mampir utk makan di tempat ini yg cabang dekat uny, namun tempatnya sempit dan saya merasa seperti ada bau selokan gitu, entah apa saya sendiri yg merasa sensitif hidungnya atau bgmn, tp maaf, saya lbh memilih take away saja lai. Kali.",2
5 bulan lalu,Lokasi strategis banget. Menunya bervariasi. Pedesnya ngaco banget sihhhhhhh,5
5 bulan lalu,"Overall oke, antrinya lumayan, menu variatif, dan saran aja kalau bisa minum datang duluan jangan diakhir, biasanya pelanggan datang merasa haus pengen cept2 minum👌👌👌",4
2 tahun lalu,"Mie gacoan, mie geprek dengan beberapa menu andalan seperti mie iblis dan yang lainnya, dengan harga yang murah untuk kalangan mahasiswa. Level pedasnya di mulai dari 1 - 8, namun untuk level 5 keatas akan dikenakan biaya tambahan 1.000 …",4
9 bulan lalu,"Makanan enak sama seperti cabang yang lain di gacoan,tempat enak harga terjangkau",4
6 bulan lalu,"Waktu dateng (sekitar 2 minggu yg lalu) sepertinya ada masalah dengan sistemnya. Tapi waktu udah di kasir, didiemin aja. Ga diberitahukan untuk menunggu sama mba mba kasirnya. Sampai mas mas yg benerin sistemnya yg bilang maaf kalau harus …",4
5 bulan lalu,"Murah, mudah, dan enak! Kalau anda sangat lapar, jangan makan disini karena antriannya sangat panjang. Tapi worth it untuk ditunggu",5
setahun lalu,Enak. Murah. Tapi harus sabar antrenya~,4
2 tahun lalu,Mienya enakk.. muraaahh tapi rasanya mantapp.. mie dengan paduan siomay goreng dan pangsit. Asal mau menunggu agak lama disini yaaa,5
3 bulan lalu,Tempat yg pas bagi penggemar mie yg pedas tapi lezat dng harga terjangkau.,5
3 tahun lalu,"parkiran sempit, kalo lagi ramai biasanya sampe mepet jalan raya. antrian di tempat pesan makan juga sampe jalan raya. ada 2 lantai. ada toilet di lantai atas dan bawah. konsepnya unfurnished wall(?). tempat makan cukup sejuk karena jendela …",5
sebulan lalu,Antri lama gila sejaman. Not rekomended aku mah,1
sebulan lalu,Lama sekaliiiii dan antrian tiap hari selalu penuh banyak orang,5
setahun lalu,"Yang sukanya pedes-pedes, sukanya mie dan pangsit, gacoan lah tempatnya. Dengan harga yang sangat sangat terjangkau kalian bisa menikmati enaknya mie gacoan. Tempatnya juga mudah dijangkau karena strategis di pinggir jalan depan kampus.",4
5 bulan lalu,"Eaaa ketinggalan jaman bgt sih ...
Semlm kali pertama dtng cuy hahaha …",3
sebulan lalu,Terlalu lama menunggu dan tempat tdk memenuhi syarat social distancing,3
sebulan lalu,Menu masakannya enak. Yang doyan pedes bisa di coba.,5
6 bulan lalu,"Maaf ya kok kemarin beli mie gacoan yg dicolombo harga dipapan sama nota beda ya lebih murah yg dipapan drpd yg dinota terus gaada bilang apa""gt mb kasirnya atau naik karna lebaran ya ? Selisih kira""10% gtu tp gpp mienya enak mbanya jg ramah",4
2 tahun lalu,"Tempat luas, terdiri dari dua lantai. Tersedia kursi untuk dua orang atau untuk ramai-ramai. Ada beberapa jenis mie, mie angel, mie setan,mie iblis. Yang paling enak mie iblis, tersedia 8 level. Yang nggak suka pedes bisa coba level 2 …",4
2 tahun lalu,"Terletak di samping indomaret point uny. Biasanya antri lama. Banyak mas mas ojol yg ikut antri juga. Mienya biasa aja, kalo aku sih gak begitu suka soalnya gak spesial spesial amat. Untuk minumannya dikasih nama aneh aneh yg ujung""nya cuma …",3
2 tahun lalu,"Enakkk. Kalau gakuat pedes pesen yg mie angel. Aneka dimsumnya enak dan murah, walau gak selengkap di warung dimsum.",4
5 bulan lalu,Enak bgt mienya. Tapi sayang engga ada yg didaerah jalan Magelang. Terlalu jauh kalau sampai Kolombo cuma makan gacoan,4
5 bulan lalu,MAKANANNYA BAUK Udahlah biasanya beli disini enak enak aja tadi kok Bau parah emang ga fresh & bau nya bener bener nyengat gaenak banget kapok kapok udah gaakan langganan disini lagi.,1
4 bulan lalu,"Rame banget tempatnya, kurang rekomen buat yang sudah gak kuat nahan lapar ✌️",5
setahun lalu,"Tempat nyaman desain ala"" industrial gitu,, Masih ramai seperti biasanya baik take away maupun dine in, Tapi varian minuman es genderuwo, pocong, gitu"" udah gak ada ehh. …",4
setahun lalu,"mienya enak banget😻 mi setan level 4 rasanya ndes,pangsitnya gilak enak dan murah tempatnya bersih pelayannya ramah-ramah pokoknya recomended banget lah😻😻😻",5
2 tahun lalu,"Tempatnya luas ..ada 2 lantai
Order dibawah langsung bayar dikasir
Pilihan mie dengan berbagai level , dimsum ,pangsit dan minumanya namanya unik2 …",5
3 bulan lalu,"Parkirnya sempit, tapi gak masalah, toh kalau belanja kesitu hanya take away",4
4 bulan lalu,"Temapat nyaman,tapi harus bersabar antrian online juga banyak...rasa jga lumayn enak,harga trrjangkau.",5
4 bulan lalu,Antrine lama bgt. Masak antrian habis 336 lonjat 339. Tolong di benahi lagi untuk antrinya,1
sebulan lalu,Seharusnya ada kontrol untuk orderan online agak tidak menimbulkan kerumunan.,1
7 bulan lalu,"Mienya uenak, porsi lumayan lah",5
setahun lalu,"Rame selalu, harga juga lumayan, rasanya mantap bisa pilih level, ada mie iblis yang pake kecap sambel dan mie setan yang hanya pakai sambel
Tempat makan lumayan nyaman …",5
sebulan lalu,Tempat outdoor lantai atas paling asyik buat ngobrol,5
2 tahun lalu,"Tempatnya nyaman, kadang kelihatan panjang banget antriannya soalnya banyak yg rombongan kesitu tp temen2nya ikut antri juga, termasuk saya pas itu. Wkwk pelayanan nya ramah",5
3 tahun lalu,"Mari kita review dari beberapa hal. Untuk tempat lumayan bagus sayangnya panas. Kipas kurang. Dari segi menu lumayan beragam. Ada mie ada siomayy ada dimsum dan untuk minuman cukup banyak sekitar 12 menu. Yang di tonjolkan di warung ini adalah konsep kepedasaan dan nama yang aneh. Seperti mie setan, es pocong dll.",5
5 bulan lalu,"Pelayanan sangat lambat, saya menunggu selama 1 jam dan makanan belum juga datang. Makanan yang di antar tidak sesuai urutan kostumer, sangat kecewa.",1
2 tahun lalu,"Spot makan yang viral banget di Jogja
Tempatnya asik, pelayanan lumayan cepet
Tersedia menu …",5
3 tahun lalu,"Mienya enak, tekstur dan bumbu seperti yamie goreng hanya saja lebih kaya dan berempah. Saya pesen mie iblis level 6 dan rasanya mantap, cukup bikin ngos2an dan ingusan wkwkwk. Tempat cukup strategis(sebelah Indomaret Point, sangat dekat …",4
10 bulan lalu,Pedasssss mantap,5
setahun lalu,"Good food, good service, good price & good place (walaupun non AC, bersih juga tempatnya). Bener² tempat buat makan, bukan buat nongki, cause the music is so loud. Disarankan buat orang² yang cari rasa pedas.",5
3 tahun lalu,Ini cocok buat pecinta mie berlevel pedes Mie nya enak lho harga Murce  dimsum nya juga enak banget ...minuman nya juga variatif meski nama nya agak aneh2 gt... Yuks cobain mumpung masih Ada diskon 40% ....folow ig @miegacoan buat Dapet in info menarik....  #letsguide,5
sebulan lalu,Tempat yg tidak selalu sepi.... Rame terussss hehheheh,5
sebulan lalu,Gacoan gapernah salahhh,5
3 tahun lalu,Nyoba pas Soft Opening gara2 promo disc 50% dan menu yg promo hanya Me Iblis. Untuk harga segitu worth it lah cuma menurut gw rasanya terlalu manis. Pedesnya masyuk original cabe bukan cabe bubuk atau chabe chabean. Tapi yg menurut gw …,4
2 bulan lalu,"Tempat nya bagus, bisa order di Gojek maupun Grab,",5
5 hari lalu,Lokasi nya strategis,4
sebulan lalu,Enak murah ramai,5
setahun lalu,"Murah harganya pas untuk anak kos, letak yang strategis, porsinya juga banyak, recommend deh buat kalian yang pecinta mie soal pedes si selera aja ada pilihan level juga kok",4
2 tahun lalu,"Restoran dengan menu andalan mie ayam bercita rasa pedas. Ada menu mie ayam angel, iblis dan setan dengan berbagai level. Ditambah menu pelengkap seperti pangsit, dimsum udang dll. Minuman aneka rasa dengan nama unik seperti es pocing, gendruwo dts. Tempat makannya bergaya ala cafe. Dan antrian pesan antar ojek online ada sendiri",5
8 bulan lalu,👌👌👌 manifesting gacoan buka cabang di jakarta,5
2 tahun lalu,"Resto paling terkenal di yogyakrta,ini salah satu cabang yg ada di daerah babarsari seturan,ada juga yang di jln colombo,menu di restoran ini memakai nama hantu seperti mie iblis,es genderuwo,ada level untuk pedes nya dari 1-10 bisa di pesan lewat grab n gojek",5
setahun lalu,Enak lah.. cuma memang harus antri tunggu kursi hehehe,4
sebulan lalu,Antri lama parkiran kurang memadahi. Tidak merekomendasikan,2
2 tahun lalu,"Rame banget, antrenya laammaaaaaaa banget, tempat duduknya sampai penuh. Banyak driver ojol yang ikut antre juga, semakin menambah rame dan penuh warung ini",3
2 minggu lalu,Klo pas ramai antrinya bisa 1jam.,2
2 tahun lalu,"Mie gacoan.. Tempatnya bagus.. Nyaman untuk berdua maupun bersama..
Tapi rasa mie.nya kurang.. Ada bau gimana gitu.. Tolong dievaluasi..",2
6 bulan lalu,pelayanannya bagus ... yang kurang cuma 1 tempat duduk pegel aku mbak nunggu mau berdiri kalo pas dudukannya penuh,5
11 bulan lalu,"Harga mulai dari 9.500, pelayan ramah. Pangsitnya enak banget",5
8 bulan lalu,Nyaman tempatnya dan enak udang kejunya 😁,5
2 tahun lalu,Mie Iblis Level 5 dan Es Kuntilanak - rekomendasi untuk kalian semua pecinta pedas.  Aku pribadi adalah manusia yang sangat amat suka sekali dengan pedas hal ini membuatku tertarik untuk mencoba Mie ini. …,5
11 bulan lalu,Vibes nya kerasa mahasiswa Jogja banget yg lagi nongkrong sambil makan² mie,5
5 bulan lalu,udang rambutan ga ada obeng sih,5
setahun lalu,"enak kok ,harga pelajar juga pangsitnya juga gede tapsss pokoknyaaa👌👌👌",5
2 tahun lalu,"Baru pertama nyobain makan dengan menu nama setan , 😂
Ternyata enak, murah dan porsinya mengenyangkan lho, apalagi pangsitnya isinya banyak ayamnya. …",5
7 bulan lalu,"Enak enak aja kok. Harganya murah. Buat yg ga suka cheesy jgn pesan udang keju. Buat yg ga bisa makan pedes, tolong jgn beli yg di atas level 1 ato 2. Buat yg ga bisa makan pedes sama skali, beli aja yg Mie Angel. Ohya nanti tiap pembelian …",4
setahun lalu,"Yah seperti biasa mienya emang beda dan pangsitnya enak banget
Baru tau sekarang menu minuman setan-setannya udah gaada, sedih..",5
2 tahun lalu,"Pas awal2 kesini emang agak lama pelayanannya, tapi mienya tersaji panas...

Kemarin terakhir kesini baru duduk bentar udah langsung datang makanannya …",5
3 tahun lalu,"Untuk mie sebenernya saya suka, tekstur lembut, rasa enak, minuman jg enak(saya pesan mi iblis dan es genderuwo) pas di kantong, ga mahal kok. Cuman ada hal yg perlu diperhatikan: …",3
setahun lalu,"Enak, tempat bersih, gercep juga meja langsung dibersihkan begitu selesai makan
tapi antrinya lama sekali sama pemesanan makanan lama, mungkin koki dan pramusaji harus ditambah",5
7 bulan lalu,"Pelayanannya ramah, tempatnya juga bersih walaupun rame banget",5
2 tahun lalu,"Mie Gacoan
📍Jl. Komp. Colombo No.20-2, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 (deketan sama preksu) …",5
3 minggu lalu,"Laris manis ,rame banget, murah meriah",5
setahun lalu,Tempat asik,5
setahun lalu,"Mie pedes, lumayan enak. Tempatnya susah buat parkir mobil, motoran jugakarena rame banget jadi dempet-dempet.
Antri online delivery nya puanjanggg, rame sama mereka. Tapi untuk makan di …",4
10 bulan lalu,enak sihhh. tapi salah level. wkwkwkw pesen level 1 dapet lv 2 wkwkwkw auto kebekar bibirnye,5
7 bulan lalu,"Beberapa kali makan di sini, tapi waktu makan yang terakhir agak kurang enak pengalamannya
Masih makan belum selesai ditamya mas mas ""sudah selesai belum"" kemudian …",3
4 bulan lalu,"Krn penasaran ponakan gw, akhirnya gw cobain nih ... overall ok buat nongki2",5
7 bulan lalu,"Tempatnya luas sih, cuma sarannya kalo kesini bawa tisu sendiri ya, parkirnya ngga begitu luas sih, cuma abang parkirnya baik banget alhamdulillah dan kemarin dibantu abang2 gojek buat nyebrang, samping nya ada indomaret dan masjid kok jadi ngga khawatir kalo mau sholat",5
9 bulan lalu,Tempatnya panas,4
3 bulan lalu,Pelayanan bagus rasa ok..mungkin tempat parkir aja ya kurang luas,5
2 tahun lalu,"Mie-nya rasanya enak, porsinya besar. Pedesnya nggak boongan. Mantap jiwa. Pangsitnya isiannya enak. Bawang gorengnya pingin tak bungkus, enak bgt. Harganya murah. Tempatnya luas dan mejanya banyak. Sayang karena laris jadi antriannya panjang dan parkirannya mengganggu jalan.",5
7 bulan lalu,"Mie dan bumbunya enakk, yang selalu dirindukan para pencinta mie dan pedes",5
7 bulan lalu,"Harganya murah dengan rasa yg lumayan tidak mengecewakan. Sedikit saran,di beberapa meja kadang tidak dijumpai tissue dan agak gerah karena kipasnya di tempat seluas itu cuma ada 1 (lantai atas)",4
seminggu lalu,"Nagih deh pokoknya, ntabbss👍",5
3 tahun lalu,"tempat baru, masih ada diskon, harganya terhitung murah, ramah kantong mahasiswa, hanya saja mungkin tempatnya panas, karena kipas angin tidak menjamah ke semua tempat duduk",4
2 tahun lalu,"Terdapat berbagai macam pilihan macam mie, jajanan, minuman, dan lainlain.. Mie dikasih kuah dikit deh biar ngga kering banget 😀",5
setahun lalu,Restoran mie setan dan mie iblis favorit kalau sedang liburan ke Jogja. Tempatnya strategis banget dan luas pula. Menunya standar tapi enak semua dan bikin nagih. Diusahakan ke sini jangan bertepatan dengan makan siang dan makan malam. Karena pasti ramenya.,5
5 bulan lalu,Tempatnya nyaman buat makan. Makanannya enak dan pas di lidah Apalagi pencinta miiiii. Ada juga dimsum yang isiannya lumayan lengkap.,5
sebulan lalu,"Lama, panas, umpek""an tmpt kurang nyaman",1
3 bulan lalu,Mie gacoan tu kuliner mie favorit! Enak!!,5
4 bulan lalu,"Penataan ruang makan di tempat kurang cocok ,karena terlalu ramai, antrian juga panjang",3
3 bulan lalu,"Karyawannya cakep-cakep
Tempat adeemm 👍👍👍",5
2 tahun lalu,"Mie dengan level pedas yang diinginkan, murah dan tempatnya bagus cuma ya karena enak pastinya harus mau ngantri. Disini mienya 10k deh gw buletin",5
setahun lalu,"Mie angel, mie setan, mie iblis, siomay, pangsit goreng, dll",4
2 bulan lalu,Enak bisa makan bareng tmn menu kurang banyak macamnya,3
setahun lalu,"Enak banget,, dengan harga murah dah dapet banyak, worth it lah pokoknya",5
setahun lalu,"Tempatnya bagus & super super ramai banget 😅 Ada 2 lantai, dan lantai bawah selalu dipenuhi ojol yang menunggu pesanan makanan, keren. Suasananya bagus tapi lebih suka suasana di lantai atas + disediakan juga meja di balkon luar. Rasanya …",5
2 tahun lalu,Pokoknya bikin nagih dehh.. rasanya mantap bangetttt. Harganya juga murah kok😊,4
6 bulan lalu,"Sangat bagus. Tempatnya nyaman, bersih, dan mudah dilihat dari jalan utama. Pelayanannya baik dan cepat. Hidangannya enak dan harganya terjangkau. Cocok untuk kalangan muda.",5
2 tahun lalu,"Antrian buat mienya lama, kalau minum cepet. Coba mie iblis yang level 6 tuh dah pedes banget buatku. Rasa mienya standar lah. Lebih suka pangsitnya karena ada ayam lezat di tengahnya. Rasa vannila late biasa, mirip capucinno pada umumnya. Saran mending lemon tea, segeer dan enak.",3
setahun lalu,"Ada beberapa varian mie goreng, seperti mie iblis dan mie setan. Kalo mie iblis rasanya pedas manis, kalo mie setan pedas asin. Terus untuk snacknya ada berbagai macam seperti udang keju, pangsit goreng, siomay, dll dilengkapi dengan …",5
seminggu lalu,"Mie nya enak,suasananyaa juga bagusss",1
setahun lalu,"Siapa sih yg gatau sama mie gacoan..soal rasa pasti enak pedessssnyaaa mantullsss. Aku saranin kalo pesen menu mending level 2 ato 3 itu udah pedes banget, tapi pedesnya yang masih bisa dinikmatin sama rasa mie nya.. aku pernah coba level 8 …",5
setahun lalu,Mienya enak tempatnya juga lumayan luas ada dua lantai dan pastinya harga terjangkau,5
seminggu lalu,"pelayanannya ramah, tempatnya bersih nyaman",5
2 tahun lalu,"Pelayanannya so fast!!! Harganya murah menunya enakk cocok buat yang nongkrong, pamer, sobat misqueenn juga cocok. Nggak rugi!!",5
7 bulan lalu,"Bagus tu untuk kongkow anak muda.... Sayang nya selama pandemi dine in hanya sampe jam 21:00
Dan pesanan via ojek online sampe 21:30",5
2 tahun lalu,"Makanannya murah, range 6-9k, enak dikantong enak dilidah enak diperut. Kl mau ke sini siap2 antriannya panjang karna peminatnya banyak",5
setahun lalu,Bahan dasar makanannya cuma mie tapi rasanya luar biasaa enakk bgt hehehe siomay dan udang rambutan recommended juga👍 mantapp pokoknyaa,5
2 tahun lalu,"First time makan di sini.. Dan jeng jeng jeng jeeengg.. Aku syok. Penuh bgtt!!! Antrian ojol bejibunnn. Bakal kelelep kali tuh 😂😂 dan yang dine in itu dikit bangettt. Melihat antrian ojol sebanyak itu, diduga makanannya bakal lama …",5
11 bulan lalu,"Makanannya enak dan murah,tempatnya juga nyaman",5
2 tahun lalu,Enakkk banget. Walaupun harus antri panjang. Lebih baik kalo dikasi nomor meja aja,5
3 tahun lalu,"Tempatnya enak buat kumpul-kumpul tapi antre nya kudu sabar banget, buat harga gak terlalu mahal.. malah kemaren ada promo.
Untuk rasa emang recommend buat yang suka pedes, level 1 aja udah lumayan kerasa.. buat dimsum lumayan enak",5
2 tahun lalu,"Enaaaakkkk, harga sangat terjangkau, tidak heran kalau rame terusssss dan pasti pada takut kehabisannnnnn... Cussss harus kesini deh kalo mampir ke jogjaaaaa. Harga murah kualitas tidak murahannn. I like it",5
2 tahun lalu,"Tempat nyaman. Rasa makanan enak. Harga terjangkau, hanya minus saat ordernya saja sedikit susah. Antrean panjang.",4
seminggu lalu,Tempatnya nyaman sama pelayanan nya ramah,5
6 bulan lalu,Tempat makan mie gacoan paling nyaman dan ada diperkotaan . Hrganya worth it buat mahasiswa dan enak buat nongki . Recomend deh pokoknya👍,5
setahun lalu,"Mie nya enak, tempatnya juga nyaman. Harganya terjangkau banget. Favoritku mie iblis dan siomay 🤗",5
setahun lalu,"pelayanan ramah, tempat bersih, harga sesuai kantong dan mengenyangkan. sayangnya tempat parkir kurang luas",5
2 tahun lalu,Rekomended tempat makan mie. Matap berbagai level ada. Antrianya panjang banget.,5
3 bulan lalu,Untuk pelayanan gojek tlong lebih di perbaiki ya kak . Gojek juga beli soale,5
sebulan lalu,Antrinya wow,5
9 bulan lalu,Gaada lawan 🔥,5
2 tahun lalu,"mie yang satu ini bener luar biasa nendang
Buat kalian yg suka pedas dan suka mie cocok bngt ini lah tempatnya.
Banyak sekali menu mienya dan menu minumnya juga banyak klub mau nambah makanan …",5
setahun lalu,Mantap deh pokoknya...  Karena saya sebagai ojol merasa beruntung sering dapet order disini,5
2 minggu lalu,Rame sekali,5
sebulan lalu,Antri lama tiba² gak bisa dine in,2
8 bulan lalu,"Meskipun cabe mahal
Tidak mengurangi rasanya
Kerenn yak",5
2 minggu lalu,Josss bangett,5
sebulan lalu,"Antrian parah bagi ojol
Bisa sejam lebih",1
6 hari lalu,Tidak mengecewakan dari segi apapun👍 ntaps,5
6 bulan lalu,"Enakk nii mie nya, murah. Pass banget di kantong buat para mahasiswa perantau ahahahahaa",5
2 tahun lalu,"Bintang 5 kalo mienya ditambahin 😂 bumbunya udh juara ko,buat yg suka pedes manis bisa pesen mie iblis. Buat yg seneng pedes bae bisa pesen mie setan fyi",4
3 tahun lalu,Tempat makan dan tempat nongkrong yang asik untuk anak milenial. Mahasiswa yang pengen makanan kekinian dan sesuai kantong ya disini. Harga berkisar dari 4ribu-11ribu rupiah. Tempat yang strategis dekat dengan jalan dan kampus.,5
setahun lalu,Sering grabfood ini waktu kerja. Enak. Pilihan levelnya banyak. Fav. Iblis lv 6 sama udang rambutannya. Harga murah cocok untuk anak kos,5
3 bulan lalu,Kadang suka salah ngasih level 😌😌 pesen level 1 pedesnya kek level 4,4
setahun lalu,"Enakk semuanyaaaaaaaa, murah meriah...",5
2 minggu lalu,Mie nya enak tapi gaada yang kuah😂,5
setahun lalu,Ramah kantong saya dan masakannya cocok di lidah saya. Mantab pokoknya.,5
6 bulan lalu,"Tempat makannya luas, tapi untuk tempat parkirnya sempit. Tidak disediakan tisu... Pelayanannya okee👍",4
2 tahun lalu,"Buat yang suka makan mie bisa coba kesini, pangsit goreng ayamnya enak. Siomaynya juga enak. Tempatnya ada 2 lantai & luas. Rame banget pas jam makan",5
4 minggu lalu,Favorit banged disini,5
setahun lalu,"Kalo ke jogja pasti pengen mampir ke sinii, dan selalu puass",5
setahun lalu,"Sangat sangat recomend bagi pecinta mie..
Pokoknya mantap👍",5
setahun lalu,Enak banget parah,5
2 tahun lalu,Harganya affordable mienya enak tapi minumannya kurang nendang. Suara gensetnya  itu brisik banget tolong segera dikondisikan ga enak buat ngobrol klo duduk dibawah jadinya.,4
2 tahun lalu,"Bukan saya yg ngasih rating 1, tp mbak2nya kasir nyolot yg membuat saya kecewa dan akhirnya ngeklik bintang 1.
Untuk pertama kalinya saya makan disini dan dapat pelayanan tdk mengenakkan dari …",1
setahun lalu,"Enak sih. Tapi pelayanan kurang, kalau tempat penuh sebaiknya jangan menerima pesenan dulu. Kasihan yang sudah antri lama tapi ternyata zonk.",3
3 minggu lalu,Cepat mantab,4
sebulan lalu,Nice place & rasanya sama dengan cabang lainnya,4
2 tahun lalu,"ada 2 lantai. dan pelayanannya bagus banget. tapi mesti sabar ya. kalo pas lagi rame ya ampun antrinya masya Allah banget.
Tapi ga mengecewakan kok. …",5
4 bulan lalu,"Seperti gacoan pada umumnya, tetapi untuk gacoan uny sayang sekali tidak ada parkir mobil",4
2 tahun lalu,"rasa mienya enak, harganya lumayan, tempatnya nyaman. tapi sayang kasirnya hanya ada 1, jadi antrian pembeli yang mau dine in sama antrian ojek online digabung.",4
2 tahun lalu,"On screen: mie iblis level dua dan es genderuwo.
Porsinya pas, harganya pas, rasanya enak.. Buat mahasiswa ini tempat cocok banget buat makan sambil ngobrol santai. …",5
2 tahun lalu,"Recommend menu fav gue: mie iblis, dan emang iblis banget sih. Level 3 aja gue udah kepedesan. Udah gitu mumer banget nih.
Jangan heran kalo mau makan di sini harus ngantri lama banget.",5
2 tahun lalu,"Bagi kalian pecinta cabe 😆 wajib merasakan niqmatnya mie gacoan. Kalo kesana, lantai bawah pasti penuh dg abang ojol. Kalo mau dine in, lgsg aja pesan dimeja sebelah kiri. Waktu itu harga mienya gak sampe 10k. Stlh pesan, aku lgsg masuk n …",5
2 bulan lalu,"Pelayan buruk, pilihkasih sama aplikasi grab",1
8 bulan lalu,"enaaak dan kaget soalnya murah 😃🤍 biasanya makanan hits bakal dibandrol harga mahal, tapi ini engga dan rasanya enak bgtt. Saran aja bagi yang mau kesini mending makan di tempat langsung, soalnya kemarin pesen bungkus, setengah jam langsung kering bgt mienya. Tapi tetep enak 👍🏻",5
5 bulan lalu,"Saya suka mie gacoan dimanapun cabangnya, rasanya sama, ndak berubah enaknya.",5
2 tahun lalu,"Yang penting kalo kesini sabar aja antrinya 😁, recommended place tapi asikan diatas, trs ambil yang dibalkon.",4
setahun lalu,"harga terjangkau dan rasanya enak, tempatnya nyaman.",5
11 bulan lalu,"Nyaman, tapi lantainya licin angett",4
4 bulan lalu,Enakkkk tapi antriiii lamaaaa polllll huhuhu,5
2 tahun lalu,"Mie enak. Harga ga mahal, cocok buat mahasiswa. Pelayanan cukup cepat. Sering terihat ramai",4
2 tahun lalu,"Kita makan bukan hanya cari kenyang n rnk, tapi cari nyaman, ini restoran ato kantor grab.? Sistemnya klo ga diperbaiki ga ada editing bintang, kasian bapa2 grab, masa antri ada yang sampe 1,5 jam,",1
setahun lalu,"Suasananya enak, pelayanannya cepat, ada wi-fi, pokoknya mah pgn kesana lagi nyoba menu yang lain",5
4 bulan lalu,Rekomendasi banget nih. Mi nya ga ngecewain,5
8 bulan lalu,"Mie mahasiswa UNY, UGM dan sekitarnya.
Pangsit dan dimsum juara banget, murah dan rasa pedesnya pas. …",5
8 bulan lalu,"Tempatnya nyaman, makanan enak.. coba ada es gendruwo pasti mantab tuh. Rekomendasi bgt buat yg suka kuliner",5
setahun lalu,"Mienya enak, tempatnya bersih dan luas, pelayannya kurang ramah",4
8 bulan lalu,"Sebenernya makanannnya enak, mie nya emang terbaik dan murah. Buat yg suka pedes pasti nagih mie iblisnya. Tapi kalo dateng selalu crowded aja~ pilih2 waktu datengnya ya",4
3 bulan lalu,Selalu ramai pembeli kalo kesana jadi ngatri lumayan lama,4
9 bulan lalu,"Pelayanan cepat dan memuaskan.
Hanya saja sempat saya melihat karyawan yang mungkin jabatannya lebih tinggi tidak menghargai karyawan lainnya. How? Dia jalan nggak liat jalan, cuma liatin …",4
8 bulan lalu,hmm pelayanannya mentang2 rame jd jutek dan ga ada ramah2nya sama sekali.. apa lg kasirnyaa wahhh semacam tak butuh customer,1
sebulan lalu,bgs btt,5
3 bulan lalu,tidak menerapkan prokes karena antrian ojol terlalu padat dan tidak dibatasi,1
sebulan lalu,Enak kok,5
setahun lalu,"Tempatnya cozy emang, plus tetep jaga protokol kesehatan ya ;) tersedia handsanitizer dan tempat cuci tangan",5
9 bulan lalu,"Sering beli mie setan dan mie iblis di sini, pedasnya mantab!!!",5
7 bulan lalu,"Mie nya mantap, emang agak pricy, tapi ya sesuai mengingat punya banyak karyawan dan sewa di tempat strategis. worth it",5
3 bulan lalu,Mau tanya saat ppkm boleh makan ditempat ga?,5
7 bulan lalu,"Harus sabar ngantri, karena murah & enak. Sekarang lbh suka beli lwt online krn diskonnya banyak.",4
2 tahun lalu,"Mienya enak harga murah, tempatnya juga enak, terbuka jadi ga panas. Cuma gaenaknya belinya harus ngantri, beda sama yang dibabarsari",4
setahun lalu,"Sama seperti cabang2 lainnya, namun kursinya lebih sedikit.",5
6 bulan lalu,"Rasa lumayan, harga termasuk murah untuk kalangan pelajar / mahasiswa, tempatnya standar, pelayanan kurang ramah",4
sebulan lalu,Antrinya lama 1 jam baru selesai,3
2 tahun lalu,"Pencinta mie pedas wajib nyobain nih
Dilengkapi sama pangsit isi ayam enak banget parah dan kudu nyobain siomaynya, dijamin nagih …",5
7 bulan lalu,Tempat nongkrong ank anka muda👍,4
10 bulan lalu,"Enak dan murah, tempat nyaman",5
sebulan lalu,Pelayanan lama... Antriii nya wow...,3
2 tahun lalu,"Tempatnya stategis, berhadapan dengan kampus UNY pastinya banyak mahasiswa yang makan di sini. Saat malam hari, suasananya nyaman, sejuk, penataan lampu,  penataan tempat duduk baik (1-4) orang per meja. Harga terjangkau, sesuai kantong …",4
seminggu lalu,Tempatnya nyaman harga murah mantap,5
2 tahun lalu,"Mie Gacoan Enak, murah Bnyak Promo, Lokasi strategis, Tidak menguras kantong, Cocok untuk mahasiswa,",5
8 bulan lalu,"Menaati prokes, tempatnya cocok buat ngobrol, tapi pas kesana ada plafon yang hampir ambrol. Menu paling aku rekomendasikan sihh udang rambutan",4
5 bulan lalu,"kalo lap mejanay udah basah diganti ya biar buat ngelapnya maksimal,,",2
